Name,SexuponOutcome,AnimalType,AgeuponOutcome,Breed,Color,DateTime,Outcome,ID
,Intact Male,Cat,3 months,Siamese Mix,Lynx Point,2013-10-30 14:34:00,1,256
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,White,2016-02-16 08:29:00,0,257
Hal,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Black,2014-10-13 17:32:00,0,258
,Intact Female,Dog,2 years,Chihuahua Shorthair Mix,Buff,2013-10-22 14:58:00,3,259
,Intact Female,Cat,2 weeks,Siamese Mix,Lynx Point,2014-03-16 14:37:00,1,260
Lala,Spayed Female,Dog,5 months,Norwich Terrier Mix,Cream,2015-04-04 18:25:00,2,261
Hoop,Intact Male,Dog,2 years,Pit Bull Mix,Red/White,2013-12-10 14:18:00,3,262
,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Black/White,2014-05-17 09:54:00,0,263
Tux,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-10-15 19:05:00,2,264
Davey,Intact Male,Cat,1 month,Domestic Shorthair Mix,Cream Tabby,2014-07-19 13:07:00,1,265
Ranger,Neutered Male,Dog,8 months,Labrador Retriever Mix,Black/White,2016-02-06 16:05:00,2,266
Kallie,Neutered Male,Cat,2 years,Domestic Longhair Mix,Orange Tabby/White,2014-11-28 19:07:00,2,267
Marigold,Spayed Female,Dog,1 year,Cairn Terrier/Yorkshire Terrier,Red,2015-06-15 12:52:00,1,268
Cami,Spayed Female,Dog,12 years,Yorkshire Terrier Mix,Black/Tan,2014-07-07 18:13:00,2,269
Angie,Spayed Female,Dog,2 years,Miniature Schnauzer Mix,Black/Gray,2015-03-17 16:28:00,1,270
Suki,Spayed Female,Dog,3 years,Saluki Mix,Brown/White,2013-11-03 17:23:00,0,271
Charlie,Neutered Male,Dog,2 years,Pit Bull Mix,Tan,2015-02-07 14:36:00,2,272
Fritz,Neutered Male,Dog,8 years,Chihuahua Shorthair Mix,Black/Tan,2013-10-20 18:20:00,0,273
Snowball,Neutered Male,Dog,6 years,Chihuahua Shorthair Mix,Cream,2015-01-01 00:00:00,1,274
,Spayed Female,Cat,2 months,Domestic Medium Hair Mix,Brown Tabby/White,2015-05-31 15:03:00,0,275
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Black,2014-10-20 09:00:00,1,276
Logan,Intact Male,Cat,3 weeks,Snowshoe Mix,Seal Point,2015-07-01 09:38:00,4,277
,Spayed Female,Cat,3 years,Domestic Longhair Mix,Black,2015-01-06 12:30:00,1,278
,Intact Female,Cat,3 years,Domestic Shorthair Mix,Orange Tabby,2015-02-01 09:00:00,1,279
Bloosie,Intact Female,Dog,2 years,American Staffordshire Terrier Mix,Blue/White,2015-08-29 19:07:00,2,280
Onyx,Spayed Female,Dog,14 years,Standard Poodle Mix,Black/Brown,2015-05-29 12:43:00,2,281
Mowgli,Neutered Male,Dog,10 months,Chihuahua Shorthair Mix,Black/Tan,2015-10-11 11:41:00,0,282
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-06-02 09:07:00,3,283
Dolly,Spayed Female,Cat,4 months,Domestic Medium Hair Mix,White/Black,2016-01-19 18:39:00,0,284
Gucci,Neutered Male,Dog,3 years,Staffordshire Mix,Black/White,2014-09-24 17:31:00,2,285
Pepper,Spayed Female,Dog,4 months,Australian Cattle Dog Mix,Black/White,2015-03-28 16:34:00,2,286
,Intact Male,Dog,1 year,Labrador Retriever/Pit Bull,Black,2015-05-12 17:48:00,1,287
,Intact Female,Cat,6 months,Domestic Longhair Mix,Brown Tabby/White,2015-01-29 09:00:00,1,288
Jam,Spayed Female,Cat,3 years,Domestic Shorthair Mix,Black,2014-12-06 16:13:00,2,289
Hugo,Neutered Male,Dog,3 months,Chihuahua Shorthair/Dachshund,Tan,2015-11-01 17:02:00,1,290
Cecily,Spayed Female,Cat,3 months,Domestic Medium Hair Mix,Tortie,2015-11-14 16:00:00,0,291
,Intact Male,Cat,3 days,Domestic Shorthair Mix,Black Tabby,2014-04-03 15:46:00,1,292
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Calico,2014-06-14 12:45:00,1,293
Yeti,Neutered Male,Dog,4 years,Great Pyrenees Mix,White/Brown,2014-05-21 13:23:00,0,294
Daphne,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Black/Brown,2014-08-01 12:33:00,0,295
Toby,Intact Male,Dog,3 years,Dachshund Mix,Brown,2013-11-04 10:58:00,3,296
Jacey,Intact Female,Dog,1 week,Pit Bull Mix,Brown/White,2015-08-07 12:38:00,1,297
Kikuchiyo,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015-06-23 19:12:00,1,298
Annie,Intact Female,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2014-05-14 15:05:00,1,299
Belle,Spayed Female,Dog,3 months,Maltese/Miniature Poodle,White,2015-07-10 15:02:00,0,300
Tater Tot,Intact Male,Dog,1 year,Cairn Terrier Mix,Black/Tan,2015-07-03 16:42:00,0,301
,Intact Female,Cat,1 year,Domestic Shorthair Mix,White/Gray,2015-05-10 11:58:00,3,302
Cotton,Intact Female,Cat,1 month,Snowshoe Mix,Seal Point,2014-09-28 14:29:00,1,303
Little Man,Intact Male,Dog,2 years,Australian Cattle Dog Mix,Yellow,2014-07-04 17:49:00,1,304
Athena,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Brown Tabby/White,2015-08-16 17:46:00,0,305
,Intact Male,Dog,1 year,Miniature Pinscher/Chihuahua Shorthair,Chocolate/Tan,2014-01-29 16:56:00,1,306
Maggie,Spayed Female,Dog,10 months,Boxer Mix,Tan/White,2015-06-25 18:31:00,0,307
Salaria,Spayed Female,Dog,3 years,German Shepherd Mix,Black/Brown,2015-09-30 16:15:00,2,308
Spot,Neutered Male,Dog,12 years,Rat Terrier Mix,Tricolor,2013-12-11 15:31:00,2,309
Ursa,Spayed Female,Dog,1 month,Labrador Retriever Mix,Buff,2015-01-07 17:26:00,0,310
Jenny,Spayed Female,Dog,4 months,Chihuahua Shorthair Mix,Sable,2014-04-04 13:48:00,2,311
Peanut,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,2014-10-30 14:05:00,1,312
Phoenix,Intact Male,Dog,1 year,Miniature Schnauzer Mix,White,2014-08-04 15:47:00,1,313
Chance,Intact Male,Dog,8 years,German Shepherd Mix,Red/Black,2014-08-01 14:13:00,1,314
Momo,Spayed Female,Cat,2 months,Domestic Shorthair Mix,White/Black,2014-09-13 18:25:00,0,315
Lily,Intact Female,Dog,2 years,Labrador Retriever Mix,Black/White,2014-11-15 15:02:00,3,316
Otto,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Black,2013-11-14 12:04:00,2,317
Louise,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Calico,2013-10-05 18:56:00,0,318
Nermal,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Orange Tabby/White,2014-10-09 09:58:00,0,319
Cherie,Spayed Female,Cat,5 years,Domestic Shorthair Mix,White/Black,2013-10-23 15:05:00,1,320
Jd,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-10-03 18:45:00,0,321
,Intact Male,Cat,1 weeks,Domestic Shorthair Mix,Black Smoke/White,2014-11-26 13:05:00,1,322
,Neutered Male,Dog,4 years,American Bulldog Mix,Blue/White,2015-05-16 10:50:00,2,323
,Spayed Female,Cat,10 months,Domestic Shorthair Mix,Black/White,2014-07-02 17:07:00,0,324
Armani,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Cream Tabby/White,2015-10-13 13:12:00,1,325
,Spayed Female,Dog,12 years,Australian Cattle Dog Mix,Black/White,2014-10-16 13:26:00,1,326
Roy,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Cream Tabby,2013-10-23 17:15:00,0,327
Gordo,Neutered Male,Dog,4 months,Pug/Chihuahua Shorthair,Sable,2014-09-29 16:50:00,1,328
Ranger,Neutered Male,Cat,3 months,Domestic Shorthair Mix,White/Orange Tabby,2015-09-05 12:46:00,0,329
,Intact Female,Dog,1 week,Labrador Retriever Mix,Black/White,2013-10-16 18:41:00,1,330
Dutchess,Spayed Female,Dog,2 months,Chihuahua Shorthair Mix,Yellow Brindle/White,2014-09-20 16:04:00,0,331
,Unknown,Cat,5 months,Domestic Shorthair Mix,White,2015-08-06 09:00:00,1,332
,Unknown,Cat,2 years,Domestic Shorthair Mix,Blue/White,2015-10-20 09:00:00,1,333
Ruby Rose,Intact Female,Cat,1 month,Domestic Shorthair Mix,Torbie,2015-09-21 15:55:00,1,334
,Unknown,Dog,1 day,Anatol Shepherd Mix,Tricolor,2015-05-28 13:27:00,1,335
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2014-09-24 15:32:00,1,336
Rose,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-11-22 15:08:00,0,337
,Spayed Female,Dog,2 months,Australian Cattle Dog/German Shepherd,Black/Brown,2015-01-31 18:40:00,0,338
,Intact Male,Cat,1 year,Domestic Medium Hair Mix,Blue,2014-05-28 19:21:00,1,339
Sachi,Neutered Male,Dog,5 years,Dachshund Longhair Mix,Black/Tan,2014-10-02 13:55:00,2,340
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Blue Tabby,2014-08-30 14:44:00,1,341
Monkey,Neutered Male,Cat,5 years,Domestic Shorthair Mix,Blue Tabby/White,2015-06-24 17:42:00,1,342
Baby Blue,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Blue Tabby,2014-10-18 16:13:00,0,343
Remi,Spayed Female,Dog,3 years,Boxer Mix,Brown/White,2014-12-01 14:13:00,2,344
Buddy,Neutered Male,Cat,3 years,Siamese Mix,Seal Point,2015-08-04 14:58:00,0,345
Hershey,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,2014-07-13 18:55:00,0,346
T-Rex,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Black/White,2015-02-01 17:55:00,0,347
Cowboy,Neutered Male,Dog,2 years,Australian Shepherd,Blue Merle,2014-01-17 13:39:00,0,348
Splinter,Intact Male,Dog,5 years,Chihuahua Shorthair Mix,Cream,2014-04-28 12:19:00,1,349
Wolfgang,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Blue,2014-09-18 15:20:00,1,350
Timmy,Neutered Male,Dog,2 months,Labrador Retriever Mix,Black,2015-08-13 17:21:00,0,351
,Intact Male,Dog,6 months,Pit Bull/Labrador Retriever,Black/White,2014-01-22 17:26:00,3,352
Lemmy,Neutered Male,Dog,2 years,American Pit Bull Terrier Mix,Fawn/Brown Brindle,2014-10-26 14:23:00,0,353
Chuy,Neutered Male,Dog,1 year,German Shepherd,Sable,2016-01-22 18:42:00,2,354
,Intact Male,Cat,3 months,Domestic Shorthair Mix,Black/White,2014-08-28 08:59:00,3,355
Charlie,Neutered Male,Cat,6 years,Domestic Shorthair Mix,Orange Tabby,2015-04-29 17:57:00,0,356
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Cream Tabby,2015-07-24 13:59:00,0,357
Moog,Neutered Male,Cat,8 months,Domestic Medium Hair Mix,White,2013-12-23 18:01:00,0,358
,Intact Male,Dog,1 month,Pit Bull Mix,Brown/White,2014-05-23 16:24:00,1,359
Chuy,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Orange Tabby/White,2014-12-13 13:26:00,0,360
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Black,2014-08-06 09:00:00,1,361
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,2015-04-30 12:52:00,1,362
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,2014-05-20 16:38:00,1,363
Johnny,Intact Male,Dog,3 years,Siberian Husky Mix,White,2015-01-12 11:33:00,3,364
Ruby,Spayed Female,Dog,10 years,Rottweiler/Labrador Retriever,Black/Brown,2015-02-07 11:10:00,1,365
Cookie,Spayed Female,Dog,9 years,Pit Bull Mix,White/Brown,2014-02-03 12:02:00,1,366
Stanley,Neutered Male,Dog,1 year,Pit Bull Mix,Black,2014-04-17 14:55:00,0,367
Walter,Neutered Male,Cat,10 years,Domestic Shorthair Mix,Blue/White,2015-01-10 18:18:00,0,368
Roscoe,Spayed Female,Dog,11 months,Bullmastiff Mix,Black Brindle,2014-06-08 14:00:00,0,369
Bristol,Intact Female,Dog,5 years,Chihuahua Longhair Mix,Brown/White,2015-02-02 12:41:00,2,370
Butternut,Intact Male,Cat,1 month,Domestic Shorthair Mix,Black/White,2014-11-07 13:37:00,1,371
Athena,Intact Female,Dog,3 years,Siberian Husky Mix,Red/White,2015-08-07 13:57:00,2,372
Cash,Intact Female,Dog,2 years,Rottweiler Mix,Black/Brown,2015-04-13 14:03:00,2,373
Olivia,Spayed Female,Dog,8 years,Rat Terrier Mix,White/Tricolor,2015-09-17 11:56:00,0,374
Raven,Spayed Female,Dog,8 months,Chihuahua Shorthair Mix,Black/White,2015-11-30 11:58:00,0,375
Doc,Neutered Male,Dog,2 months,Labrador Retriever/Anatol Shepherd,White/Black,2015-05-03 19:57:00,0,376
Chloe,Intact Female,Cat,1 month,Siamese Mix,Seal Point,2014-07-22 07:12:00,1,377
,Intact Male,Dog,2 months,Jack Russell Terrier Mix,Tricolor,2014-03-07 15:45:00,1,378
Gremlin,Intact Female,Dog,16 years,Shih Tzu Mix,Black,2015-08-13 13:34:00,3,379
Hazel Grace,Spayed Female,Cat,6 months,Domestic Shorthair Mix,Tortie/Blue Cream,2015-10-10 14:12:00,0,380
Sleepy,Neutered Male,Dog,2 months,Pointer Mix,Black/White,2016-02-13 18:27:00,0,381
Gizmo,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Chocolate/Tan,2015-03-06 18:34:00,2,382
Moto,Neutered Male,Dog,1 year,Shiba Inu Mix,White/Brown,2015-04-19 18:05:00,0,383
,Neutered Male,Cat,3 months,Manx Mix,Black,2014-07-01 09:16:00,0,384
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Tortie,2014-10-24 12:34:00,1,385
Ozzy,Neutered Male,Dog,2 years,Landseer Mix,White/Black,2015-12-13 14:00:00,0,386
Lexie,Intact Female,Dog,6 years,Shih Tzu Mix,Gray/White,2015-07-23 17:38:00,2,387
Zena,Intact Female,Dog,5 months,Anatol Shepherd Mix,Buff,2013-12-19 14:50:00,1,388
Louie,Intact Male,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2015-07-20 13:57:00,0,389
Kini,Spayed Female,Dog,2 years,Labrador Retriever Mix,Black,2014-12-07 17:20:00,3,390
Jack,Neutered Male,Dog,2 years,Pit Bull Mix,Brown/White,2015-07-11 13:27:00,0,391
Denny,Neutered Male,Cat,7 months,Domestic Shorthair Mix,Orange Tabby,2014-11-25 14:02:00,1,392
Millie,Intact Female,Dog,1 year,Dachshund,Brown Brindle/White,2014-09-17 15:45:00,1,393
Superman,Neutered Male,Dog,3 years,Pit Bull Mix,Blue,2014-09-01 14:37:00,3,394
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Cream Tabby,2014-06-13 15:47:00,1,395
Dyce,Neutered Male,Dog,8 years,American Pit Bull Terrier Mix,Black/White,2016-02-21 18:27:00,0,396
Gucci,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Orange Tabby,2013-10-09 18:41:00,0,397
Amazon,Spayed Female,Dog,5 years,Pit Bull Mix,White/Tan,2014-07-04 17:22:00,2,398
Eva,Spayed Female,Dog,2 months,Border Collie Mix,Chocolate/White,2014-10-06 19:05:00,0,399
Pico,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Orange Tabby,2014-10-19 15:40:00,0,400
Cashew,Spayed Female,Dog,7 years,Chihuahua Shorthair Mix,Buff,2014-11-23 16:12:00,2,401
,Neutered Male,Dog,4 months,Pembroke Welsh Corgi Mix,White/Cream,2013-10-03 16:42:00,0,402
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2014-08-01 11:18:00,0,403
Chance,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Brown Tabby/White,2014-10-28 15:33:00,1,404
Pepper,Spayed Female,Dog,1 month,Jack Russell Terrier Mix,Brown/Black,2014-01-07 18:02:00,0,405
Gibson,Neutered Male,Dog,2 months,Border Collie/Labrador Retriever,Black/White,2014-01-30 09:59:00,0,406
Bree,Intact Female,Dog,4 weeks,German Shepherd/Mastiff,Tan/Black,2013-11-27 11:59:00,1,407
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,2015-08-21 15:12:00,1,408
Periwiggles,Spayed Female,Cat,5 years,Domestic Shorthair Mix,Blue,2016-01-30 00:00:00,0,409
Ginny,Intact Female,Dog,2 years,Chihuahua Shorthair Mix,Tan/Black,2015-08-28 13:01:00,1,410
Chui,Neutered Male,Cat,3 months,Domestic Longhair,Black,2014-07-28 18:41:00,0,411
Beauby,Neutered Male,Dog,7 years,Pit Bull/Labrador Retriever,Black,2014-02-27 16:04:00,2,412
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby/White,2014-07-28 09:00:00,1,413
Diamond,Intact Female,Cat,1 month,Domestic Longhair Mix,Black,2013-11-22 16:04:00,1,414
Chester,Neutered Male,Dog,2 months,Dachshund/Manchester Terrier,Brown/White,2015-06-28 17:41:00,0,415
,Spayed Female,Dog,1 year,Chihuahua Longhair/Cardigan Welsh Corgi,Sable,2015-06-22 18:31:00,0,416
,Intact Female,Cat,4 months,Manx Mix,Black/White,2014-03-20 16:31:00,1,417
Steve,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Black,2015-07-20 18:42:00,0,418
Aeris,Spayed Female,Dog,9 months,Pit Bull Mix,Black Brindle/White,2014-06-24 18:37:00,0,419
,Neutered Male,Dog,4 months,American Staffordshire Terrier Mix,Blue/White,2015-08-14 18:49:00,0,420
Peachy,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Tan,2015-06-10 15:34:00,0,421
Pelos,Neutered Male,Dog,5 years,Chihuahua Shorthair/Border Terrier,Buff,2014-11-30 17:00:00,2,422
Crispin,Neutered Male,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2015-07-15 17:49:00,0,423
Boss,Intact Male,Dog,2 years,Pit Bull Mix,Blue/White,2013-10-10 11:05:00,3,424
Johnny,Neutered Male,Dog,1 year,Staffordshire Mix,Black/White,2014-08-07 17:55:00,0,425
M Aybelle,Spayed Female,Cat,3 months,Siamese/Domestic Shorthair,Black,2013-12-22 12:58:00,1,426
Marcie,Spayed Female,Cat,9 months,Domestic Shorthair Mix,Tortie,2015-12-30 18:33:00,2,427
Penelope,Intact Female,Cat,1 year,Domestic Shorthair Mix,Calico,2014-03-08 19:05:00,1,428
,Intact Male,Cat,2 months,Domestic Shorthair Mix,Blue Tabby/White,2015-05-26 17:15:00,1,429
,Intact Female,Cat,1 weeks,Domestic Shorthair Mix,Calico/Black,2014-09-08 11:06:00,1,430
Cheyenne,Spayed Female,Dog,13 years,Border Collie Mix,Tricolor,2015-07-13 13:14:00,3,431
Mei Mei,Spayed Female,Dog,2 years,Pit Bull Mix,Black,2014-09-03 17:55:00,3,432
Heems,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Black,2016-02-09 16:31:00,1,433
,Unknown,Cat,6 months,Domestic Shorthair Mix,Brown Tabby/White,2013-10-06 15:04:00,1,434
Olive,Spayed Female,Dog,2 months,Border Collie Mix,Black/White,2014-04-15 11:34:00,0,435
Elvis,Neutered Male,Dog,3 years,Beagle Mix,Tricolor,2014-09-23 12:46:00,2,436
,Intact Male,Dog,2 years,Pit Bull Mix,Red,2014-01-10 15:50:00,3,437
Ajax,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-09-19 12:05:00,0,438
,Intact Female,Dog,3 weeks,Pit Bull Mix,White/Brown,2015-07-31 14:42:00,1,439
,Unknown,Cat,1 weeks,Domestic Shorthair Mix,Gray/Black,2014-06-13 10:52:00,1,440
,Intact Female,Cat,4 weeks,Domestic Shorthair Mix,Brown Tabby,2015-06-11 14:58:00,1,441
,Intact Female,Cat,3 weeks,Domestic Medium Hair Mix,Brown Tabby,2015-09-23 17:20:00,1,442
,Intact Female,Dog,3 weeks,Chihuahua Shorthair,Tan,2015-02-04 15:00:00,1,443
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby,2014-07-22 18:55:00,1,444
Alaska,Spayed Female,Cat,11 years,Domestic Longhair Mix,Blue Tabby/White,2015-05-27 16:42:00,0,445
Roxie,Spayed Female,Dog,4 years,Pointer Mix,Brown/White,2014-10-26 18:11:00,0,446
,Intact Female,Dog,6 months,Labrador Retriever Mix,Black,2013-11-25 18:38:00,1,447
Seamus,Neutered Male,Dog,2 months,Miniature Schnauzer/Miniature Poodle,Black,2015-08-26 17:06:00,0,448
Klondike,Intact Male,Dog,1 year,Labrador Retriever Mix,White/Tan,2015-02-01 12:02:00,1,449
Agnes,Intact Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2014-07-13 16:56:00,0,450
Luke,Neutered Male,Dog,8 months,Pointer Mix,White/Brown Brindle,2014-07-13 15:18:00,0,451
Shasta,Spayed Female,Dog,1 year,Staffordshire/French Bulldog,Fawn/White,2014-01-29 19:16:00,0,452
Joy,Spayed Female,Dog,5 months,Chihuahua Longhair Mix,Tricolor,2015-12-07 11:19:00,0,453
Bruce,Neutered Male,Dog,3 years,Labrador Retriever Mix,Black/White,2014-10-24 17:08:00,0,454
,Intact Male,Cat,1 year,Domestic Medium Hair/Siamese,Lynx Point,2014-06-28 09:00:00,1,455
,Intact Male,Dog,2 months,Leonberger Mix,Tan/White,2013-12-28 14:07:00,1,456
Hercules,Neutered Male,Dog,2 years,Blue Lacy/Labrador Retriever,Tricolor,2014-08-28 15:32:00,0,457
Pee Wee,Spayed Female,Dog,6 years,Miniature Poodle Mix,White,2015-05-30 17:25:00,0,458
Noah,Neutered Male,Dog,1 year,Siberian Husky/Pit Bull,Tan/White,2014-02-11 17:10:00,2,459
,Intact Female,Dog,1 year,German Shepherd Mix,Brown/Black,2015-07-11 11:27:00,2,460
Piper,Spayed Female,Dog,4 months,Australian Kelpie Mix,Black/Brown,2015-03-08 18:19:00,0,461
Coco,Spayed Female,Dog,8 years,Jack Russell Terrier Mix,White/Brown,2015-11-15 19:46:00,2,462
Jewel,Spayed Female,Dog,3 years,Pit Bull Mix,Tan/White,2014-10-11 16:13:00,0,463
Georgia,Spayed Female,Dog,1 year,Rat Terrier Mix,Tricolor,2015-04-14 14:34:00,0,464
Shakespeare,Neutered Male,Dog,4 years,Pit Bull Mix,White/Tan,2015-08-09 13:24:00,1,465
Stella,Spayed Female,Dog,2 years,Harrier Mix,Black/Tan,2014-04-08 10:06:00,0,466
Hercules,Neutered Male,Cat,4 years,Domestic Shorthair Mix,Orange Tabby,2014-08-12 13:36:00,1,467
Bianca,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-08-18 17:36:00,0,468
,Intact Female,Cat,2 years,Domestic Shorthair Mix,White/Blue,2013-10-29 16:03:00,1,469
,Neutered Male,Dog,2 years,West Highland Mix,White/Cream,2015-05-27 16:26:00,1,470
Noel,Spayed Female,Dog,2 months,Golden Retriever Mix,Buff/White,2015-12-06 17:11:00,0,471
Skitches,Intact Female,Cat,3 months,Domestic Shorthair Mix,Black/White,2015-11-10 15:58:00,0,472
Harper,Neutered Male,Dog,1 year,Labrador Retriever Mix,Black/White,2015-07-05 13:17:00,0,473
Marilyn,Spayed Female,Dog,2 years,Labrador Retriever/Australian Cattle Dog,Black/White,2013-12-22 15:56:00,0,474
,Unknown,Cat,3 weeks,Domestic Shorthair Mix,Orange Tabby,2015-04-26 15:34:00,1,475
,Intact Female,Dog,2 years,Australian Shepherd Mix,Sable,2014-04-30 18:07:00,1,476
,Intact Female,Dog,4 months,Jack Russell Terrier Mix,Tan,2014-04-15 16:58:00,1,477
Corrie,Spayed Female,Dog,2 months,Miniature Schnauzer Mix,Gray/White,2014-03-28 12:48:00,0,478
Squirt,Neutered Male,Cat,2 months,Manx Mix,Orange Tabby,2015-05-17 11:12:00,0,479
Clarence,Intact Male,Cat,2 months,Domestic Shorthair,Blue/White,2015-10-07 14:23:00,1,480
Nuka,Neutered Male,Dog,6 years,Australian Cattle Dog Mix,Sable/Tan,2014-01-13 14:08:00,2,481
Neice,Spayed Female,Dog,1 year,Pit Bull Mix,Blue/White,2014-12-06 18:17:00,0,482
,Intact Male,Dog,1 week,Labrador Retriever Mix,Sable,2013-10-16 18:41:00,1,483
Stumpy,Neutered Male,Dog,10 years,Pug Mix,Tan/White,2015-05-23 14:13:00,2,484
,Intact Male,Dog,1 year,American Bulldog Mix,White/Black,2014-06-09 18:24:00,3,485
Matilda,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Blue,2014-04-20 08:56:00,0,486
Radar,Neutered Male,Dog,5 years,Australian Cattle Dog,Blue Merle,2015-04-26 15:56:00,2,487
Zena,Spayed Female,Dog,2 years,Rottweiler/Pit Bull,Black/Brown,2014-08-03 18:27:00,0,488
Sis,Spayed Female,Dog,2 years,Pit Bull Mix,White,2015-11-29 18:54:00,0,489
,Spayed Female,Dog,2 months,Boxer/Pit Bull,Brown/White,2015-05-10 17:20:00,0,490
,Intact Male,Dog,1 month,Australian Shepherd/Anatol Shepherd,Blue Merle,2015-04-02 17:26:00,1,491
Ginger,Spayed Female,Dog,2 months,Black Mouth Cur/Catahoula,Tan/White,2015-09-07 17:14:00,0,492
Kiki,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,Brown,2015-05-03 16:59:00,2,493
Ebony,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black,2014-07-05 18:08:00,0,494
Figaro,Neutered Male,Dog,2 years,Miniature Poodle Mix,White,2015-05-20 16:10:00,0,495
Versace,Neutered Male,Dog,4 months,Anatol Shepherd Mix,Tricolor,2015-01-11 18:37:00,2,496
,Intact Male,Dog,10 years,Shetland Sheepdog Mix,Brown,2015-07-15 17:56:00,3,497
Kristoff,Neutered Male,Cat,1 month,Domestic Shorthair Mix,Blue Tabby,2015-06-02 17:09:00,0,498
Bart,Neutered Male,Cat,5 years,Domestic Longhair Mix,Blue/White,2015-07-28 12:06:00,0,499
,Spayed Female,Dog,2 years,Chihuahua Longhair Mix,Black/Tan,2013-11-12 17:49:00,0,500
,Intact Male,Dog,2 years,Jack Russell Terrier/Pug,Brown/White,2014-06-30 14:09:00,1,501
Petey,Neutered Male,Dog,10 years,Jack Russell Terrier Mix,White/Brown,2015-02-04 16:23:00,2,502
Tyson,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Brown Tabby,2015-04-08 13:14:00,1,503
